"CUSTOM WRECKERS INC,",Tow Truck Company - 124,Surcharge/Overcharge - S02,Cash Amount - AMT,BROOKLYN,NY
"CVS ALBANY, L.L.C",Misc Non-Food Retail - 817,Refund Policy - R01,Resolved and Consumer Satisfied - SPF,WOONSOCKET,RI
CVS HEALTH,Drug Store Retail - 810,Surcharge/Overcharge - S02,Store Credit - SCR,WOONSOCKET,RI
CWC CLEAN WORLD INC.,Dry Cleaners - 230,Lost Property - L02,Advised to Sue - ATS,FLUSHING,NY
CYCLONE CITY INC.,Tow Truck Company - 124,Misrepresentation - M01,Cash Amount - AMT,BROOKLYN,NY
CYCLONE CITY INC.,Tow Truck Company - 124,Billing Dispute - B02,Cash Amount - AMT,BROOKLYN,NY
"CYPRESS MOTORS OF RIDGEWOOD INC,",Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,RIDGEWOOD,NY
DADDY'S O BBQ & SPORTS BAR,Restaurant - 818,Misrepresentation - M01,No Business Response - NVR,STATEN ISLAND,NY
"D&A GUARANTEED AUTO SALES, INC.",Secondhand Dealer Auto - 005,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
DA JIAN SUPPLY INC,Misc Non-Food Retail - 817,Damaged Goods - D01,Advised to Sue - ATS,FLUSHING,NY
DA MIKELLE ILLAGIO,Catering Establishment - 075,Non-Delivery of Service - N02,Advised to Sue - ATS,ELMHURST,NY
DANI CLEANERS NY CORP.,Dry Cleaners - 230,Non-Delivery of Goods - N01,Unable to Locate Business - ULV,NEW YORK,NY
DANI CLEANERS NY CORP.,Dry Cleaners - 230,Closed without Notice,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
DANIELA DIAMONDS LLC,Jewelry Store-Retail - 823,Misrepresentation - M01,No Satisfactory Agreement - NSA,NEW YORK,NY
"DANIEL DIAMONDS OF N.Y., INC.",Auction House - 128,Misrepresentation - M01,Store Credit - SCR,NEW YORK,NY
DARK OAK FURNITURE CORP.,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,BROOKLYN,NY
DARREN JEWELERS CORP.,Jewelry Store-Retail - 823,Exchange Goods/Contract Cancelled - E01,No Business Response - NVR,NEW YORK,NY
D'AURIA BROTHERS INC,Jewelry Store-Retail - 823,Advertising/General - A01,Goods Exchanged - GEX,NEW YORK,NY
DAVID'S BRIDAL,Misc Non-Food Retail - 817,Damaged Goods - D01,Store Credit - SCR,CONSHOHOCKEN,PA
D.B.M.E. INC,Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,POUGHKEEPSIE,NY
D.B.M.E. INC,Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,POUGHKEEPSIE,NY
DEALSHOPPERZ,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,No Business Response - NVR,QUEENS VILLAGE,NY
DEALS STORE # 4316,Misc Non-Food Retail - 817,Defective Goods - D02,Consumer Took Action - CTA,NEW YORK,NY
DELAVALL COLLISION INC.,Tow Truck Company - 124,Surcharge/Overcharge - S02,Advised to Sue - ATS,BRONX,NY
DELGADO TRAVEL AGENCY,Travel Agency - 440,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,JACKSON HTS,NY
DELICATE ANTIQUE RESTORATION,Furniture Sales - 242,Non-Delivery of Goods - N01,Advised to Sue - ATS,JAMAICA,NY
DELL FINANCIAL SERVICES L.L.C.,Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,ROUND ROCK,TX
DELTA SERVICES INC.,Employment Agency - 034,Breach of Contract - B03,No Business Response - NVR,NEW YORK,NY
DELTA SERVICES INC.,Employment Agency - 034,Misrepresentation - M01,Advised to Sue - ATS,NEW YORK,NY
DELUXE MEAT MARKET INC.,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,Cash Amount - AMT,NEW YORK,NY
"DELUXE TOWING & RECOVERY, INC.",Tow Truck Company - 124,Billing Dispute - B02,Cash Amount - AMT,STATEN ISLAND,NY
DESAL'S PHARMACY,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Store Credit - SCR,BRONX,NY
D & E TIRE CENTER CORP,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Unable to Locate Business - ULV,BRONX,NY
DEWAN MOTORS LLC,Secondhand Dealer Auto - 005,Damaged Goods - D01,Cash Amount - AMT,BROOKLYN,NY
D&G WIRELESS CELL NATION INC.,Electronic Store - 001,Breach of Contract - B03,Resolved and Consumer Satisfied - SPF,FOREST HILLS,NY
"DIAMANTE JEWLERY, INC.",Jewelry Store-Retail - 823,Misrepresentation - M01,Goods Exchanged - GEX,NEW YORK,NY
Diamond Concierge Services,Jewelry Store-Retail - 823,Misrepresentation - M01,No Satisfactory Agreement - NSA,NEW YORK,NY
DIAMOND CONSTRUCTION NYC,Home Improvement Contractor - 100,Quality of Work - Q01,Consumer Took Action - CTA,NEW YORK,NY
DIAMONDS & DIALS,Jewelry Store-Retail - 823,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
DIAMONDS INTERNATIONAL,Jewelry Store-Retail - 823,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
DIAMONDS INTERNATIONAL,Jewelry Store-Retail - 823,Exchange Goods/Contract Cancelled - E01,No Satisfactory Agreement - NSA,NEW YORK,NY
DIGITAL 1 TRAVEL AND TOUR,Travel Agency - 440,"Misrepresentation - M01, Non-Delivery of Goods - N01",No Satisfactory Agreement - NSA,JACKSON HEIGHTS,NY
DIGITAL DETECT TECHNOLOGY INC.,Electronic & Home Appliance Service Dealer - 115,Exchange Goods/Contract Cancelled - E01,Goods Repaired - GRS,NEW YORK,NY
"DIGITAL ELECTRONICS HOUSE, INC.",Electronic Store - 001,Misrepresentation - M01,Goods Exchanged - GEX,NEW YORK,NY
"DIGITAL ELECTRONICS HOUSE, INC.",Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
D-II,Misc Non-Food Retail - 817,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,OZONE PARK,NY
DININGROOMSOUTLET.COM,Furniture Sales - 242,Damaged Goods - D01,Advised to Sue - ATS,NEW YORK,NY
DIRECTLYCHEAP.COM,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Goods Received - GDR,BROOKLYN,NY
"DIRECTV, INC.",Misc Non-Food Retail - 817,Misrepresentation - M01,Advised to Sue - ATS,NEWARK,NJ
DISTINCTIVE PARKING LLC,Garage - 049,Other - Z01,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
"DIVERSIFIED ADJUSTMENT SERVICE, INCORPORATED",Debt Collection Agency - 122,Harassment - H01,Resolved and Consumer Satisfied - SPF,MINNEAPOLIS,MN
"DIVERSIFIED CONSULTANTS, INC.",Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,JACKSONVILLE,FL
"DIVERSIFIED CONSULTANTS, INC.",Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,JACKSONVILLE,FL
"DIVERSIFIED CONSULTANTS, INC.",Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,JACKSONVILLE,FL
"DIVERSIFIED CONSULTANTS, INC.",Debt Collection Agency - 122,Misrepresentation - M01,Bill Reduced - BLR,JACKSONVILLE,FL
"DIVERSIFIED CONSULTANTS, INC.",Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,JACKSONVILLE,FL
"DIVERSIFIED CONSULTANTS, INC.",Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,JACKSONVILLE,FL
"DIVERSIFIED CONSULTANTS, INC.",Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,JACKSONVILLE,FL
"DIVERSIFIED CONSULTANTS, INC.",Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,JACKSONVILLE,FL
"DIVERSIFIED CONSULTANTS, INC.",Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,JACKSONVILLE,FL
"DIVERSIFIED CONSULTANTS, INC.",Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,JACKSONVILLE,FL
DIVINE FURNITURE,Furniture Sales - 242,Advertising/Misleading - A02,Resolved and Consumer Satisfied - SPF,STATEN ISLAND,NY
"D.J. JEWELRY, INC.",Jewelry Store-Retail - 823,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
DK PUBLISHING,Mailorder Misc - 319,Non-Delivery of Goods - N01,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
DMI,Debt Collection Agency - 122,Harassment - H01,Resolved and Consumer Satisfied - SPF,PLANO,TX
D&M TOWING CORP.,Tow Truck Company - 124,"Misrepresentation - M01, Surcharge/Overcharge - S02",Cash Amount - AMT,BRONX,NY
DOLLAR MAGIC LLC,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,NEW YORK,NY
"DOLLAR RENT A CAR, INC",Auto Rental - 213,Misrepresentation - M01,Cash Amount - AMT,TULSA,OK
"DOLLAR RENT A CAR, INC.",Auto Rental - 213,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,NEW YORK,NY
DOMSEY EXPRESS,Wearing Apparel  - 450,"Other - Z01, Refund Policy - R01",Advised to Sue - ATS,BROOKLYN,NY
DONE DEAL COLLISION & RECOVERY LTD,Tow Truck Company - 124,Misrepresentation - M01,Credit Card Refund and/or Contract Cancelled - CRC,QUEENS VILLAGE,NY
DONE DEAL COLLISION & RECOVERY LTD,Tow Truck Company - 124,Misrepresentation - M01,Credit Card Refund and/or Contract Cancelled - CRC,QUEENS VILLAGE,NY
"DONG, LIN",Laundry - 064,Damaged Goods - D01,No Satisfactory Agreement - NSA,NEW YORK,NY
DONRAY TRANSPORT INC.,Tow Truck Company - 124,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,QUEENS VLG,NY
"DONWOOD FURNITURE CO., INC.",Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,WOODSIDE,NY
DOWNSTATE MEDICAL SUPPLY INC,Dealer In Products For The Disabled - 119,"Misrepresentation - M01, Non-Delivery of Service - N02",Goods Repaired - GRS,BROOKLYN,NY
DOWNTOWN AUTO REPAIRS INC.,Tow Truck Company - 124,Refund Policy - R01,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
DRAGONETTI BROTHERS,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Advised to Sue - ATS,BROOKLYN,NY
DR. APPLIANCE INC.,Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,Goods Repaired - GRS,SUNNYSIDE,NY
DREAM GARAGE USA INC.,Home Improvement Contractor - 100,Non-Delivery of Service - N02,Consumer Took Action - CTA,BRONX,NY
DREAM HOUSE FURNITURE INC.,Furniture Sales - 242,Damaged Goods - D01,Cash Amount - AMT,BROOKLYN,NY
"D. R. WIRELESS, INC.",Electronic Store - 001,Defective Goods - D02,Referred to Outside - RTO,BROOKLYN,NY
DU ALL CAMERA CORPORATION,Electronic Store - 001,Misrepresentation - M01,Goods Repaired - GRS,NEW YORK,NY
DUANE READE,Misc Non-Food Retail - 817,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
DUANE READE,Drug Store Retail - 810,"Advertising/Non-Availability - A03, Misrepresentation - M01, Non-Delivery of Goods - N01",Resolved and Consumer Satisfied - SPF,NEW YORK,NY
DUBAI FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,JAMAICA,NY
D V S WIRELESS INC.,Electronic Store - 001,Defective Goods - D02,Goods Repaired - GRS,BROOKLYN,NY
D V S WIRELESS INC.,Electronic Store - 001,Misrepresentation - M01,Advised to Sue - ATS,BROOKLYN,NY
D V S WIRELESS INC.,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
DYCKMAN PHARMACY,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Goods Repaired - GRS,NEW YORK,NY
DYCK O'NEAL INC,Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,DALLAS,TX
"D.Y. Imports, Inc.",Appliances - 244,Defective Goods - D02,Advised to Sue - ATS,BAYSIDE,NY
DYNAMIC ADIV SETHI CORP,Electronic Store - 001,Breach of Contract - B03,Goods Exchanged - GEX,S RICHMOND HL,NY
"DYNAMIC ADVANCED SOLUTIONS, LLC",Employment Agency - 034,Non-Delivery of Service - N02,Unable to Locate Business - ULV,NEW YORK,NY
"DYNAMIC ADVANCED SOLUTIONS, LLC",Misc Non-Food Retail - 817,Misrepresentation - M01,Unable to Locate Business - ULV,NEW YORK,NY
"DYNAMIC ADVANCED SOLUTIONS, LLC",Employment Agency - 034,Non-Delivery of Service - N02,Unable to Locate Business - ULV,NEW YORK,NY
"DYNAMIC ADVANCED SOLUTIONS, LLC",Employment Agency - 034,"Misrepresentation - M01, Non-Delivery of Service - N02",Advised to Sue - ATS,NEW YORK,NY
DYNAMIC RECOVERY SOLUTIONS LLC,Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,GREENVILLE,SC
DYNAMIC RECOVERY SOLUTIONS LLC,Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,GREENVILLE,SC
DYNAMIC RECOVERY SOLUTIONS LLC,Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,GREENVILLE,SC
DYNAMIC RECOVERY SOLUTIONS LLC,Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,GREENVILLE,SC
DYNAMIC RECOVERY SOLUTIONS LLC,Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,GREENVILLE,SC
"DYNASTY FURNITURE, INC.",Furniture Sales - 242,Damaged Goods - D01,No Satisfactory Agreement - NSA,BROOKLYN,NY
DYNASTY TOOL RENTAL & FLOOR SUPPLY,Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,Goods Repaired - GRS,BROOKLYN,NY
EAST 54TH OPERATING LLC,Garage - 049,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
"EASTERN ACCOUNT SYSTEM OF CONNECTICUT, INC.",Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,NEWTOWN,CT
EASTERN VISION TRAVEL INC.,Travel Agency - 440,Non-Delivery of Goods - N01,No Satisfactory Agreement - NSA,NEW YORK,NY
"EASTSIDE WIRELESS PLAZA, INC.",Electronic Store - 001,Misrepresentation - M01,Store Credit - SCR,FORT LEE,NJ
EAST VILLAGE FLORIST,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,NEW YORK,NY
EASY SHOPPING,Furniture Sales - 242,Surcharge/Overcharge - S02,Cash Amount - AMT,NEW YORK,NY
E.B.A. WHOLESALE CORP.,Electronic & Home Appliance Service Dealer - 115,Defective Goods - D02,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
E.B.A. WHOLESALE CORP.,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Cash Amount - AMT,BROOKLYN,NY
E.B.A. WHOLESALE CORP.,Electronic Store - 001,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
E.B.A. WHOLESALE CORP.,Electronic Store - 001,Breach of Warranty - B04,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
E.B.A. WHOLESALE CORP.,Electronic Store - 001,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
ECHELON CYCLES,Misc Non-Food Retail - 817,Misrepresentation - M01,Consumer Took Action - CTA,NEW YORK,NY
ECO FRESH CARPET CLEANING,Misc Non-Food Retail - 817,Quality of Work - Q01,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
"ECTACO, INC.",Electronic Store - 001,Refund Policy - R01,Resolved and Consumer Satisfied - SPF,ASTORIA,NY
"ECTACO INTERNATIONAL , INC",Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,LONG ISLAND CITY,NY
ECTACO INTERNATION INC,Misc Non-Food Retail - 817,Refund Policy - R01,Resolved and Consumer Satisfied - SPF,ASTORIA,NY
"EDDIE'S SHOE REPAIR, INC.",Misc Non-Food Retail - 817,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
EDEN FURNITURE,Furniture Sales - 242,Non-Delivery of Goods - N01,Out of Business - OOB,NEW YORK,NY
EDEN FURNITURE,Furniture Sales - 242,Wrong Goods - W01,Out of Business - OOB,NEW YORK,NY
EDEN FURNITURE,Furniture Sales - 242,Non-Delivery of Goods - N01,Out of Business - OOB,NEW YORK,NY
EDEN FURNITURE,Furniture Sales - 242,Damaged Goods - D01,Out of Business - OOB,NEW YORK,NY
EDEN FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Unable to Locate Business - ULV,NEW YORK,NY
EDEN FURNITURE,Furniture Sales - 242,Non-Delivery of Goods - N01,Out of Business - OOB,NEW YORK,NY
"EDISON NY PARKING, LLC",Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,NEWARK,NJ
EEBELE PARIS,Misc Non-Food Retail - 817,Damaged Goods - D01,No Business Response - NVR,NEW YORK,NY
"E.F HOME APPLIANCES, INC.",Electronic & Home Appliance Service Dealer - 115,Misrepresentation - M01,Cash Amount - AMT,REGO PARK,NY
EFI CLEANERS 2 INC.,Dry Cleaners - 230,Lost Property - L02,Advised to Sue - ATS,NEW YORK,NY
E&G DRY CLEANERS INC.,Dry Cleaners - 230,Non-Delivery of Goods - N01,Out of Business - OOB,NEW YORK,NY
E&G DRY CLEANERS INC.,Dry Cleaners - 230,Non-Delivery of Goods - N01,Unable to Locate Business - ULV,NEW YORK,NY
"EISENBURG, WHITMAN & ASSOCIATES LLC",Debt Collection Agency - 122,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,ORLANDO,FL
ELAN FINANCIAL SERVICES,Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,SAINT LOUIS,MO
EL CIBAO FURNITURE,Furniture Sales - 242,Non-Delivery of Goods - N01,Unable to Locate Business - ULV,NEW YORK,NY
EL DORADO AUTO SALES INC.,Secondhand Dealer Auto - 005,Misrepresentation - M01,No Satisfactory Agreement - NSA,BROOKLYN,NY
ELDORADO USA FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Goods Received - GDR,BROOKLYN,NY
ELDORADO USA FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
"ELECTRONICA IN QUEENS, INC.",Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,No Satisfactory Agreement - NSA,JACKSON HTS,NY
ELECTRONIC WAREHOUSE NY INC.,Electronic Store - 001,Misrepresentation - M01,Goods Exchanged - GEX,JAMAICA,NY
ELECTRO SHACK INC,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Resolved and Consumer Satisfied - SPF,JACKSON HEIGHTS,NY
"ELEVENTH AVENUE GARAGE, CORP.",Garage - 049,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
ELIE AND JIMMY AUTO BODY,Secondhand Dealer Auto - 005,Outstanding Judgment - J01,Consumer Took Action - CTA,SOUTH OZONE PARK,NY
ELITE AUTO CREDIT INC,Secondhand Dealer Auto - 005,Breach of Contract - B03,Cash Amount - AMT,JAMAICA,NY
ELITE DESIGN FURNITURE INC,Furniture Sales - 242,Damaged Goods - D01,Advised to Sue - ATS,BROOKLYN,NY
ELITE EDITING,Misc Non-Food Retail - 817,Non-Delivery of Service - N02,No Business Response - NVR,NEW YORK,NY
ELITE SERVICES UNLIMITED,Employment Agency - 034,Misrepresentation - M01,Unable to Locate Business - ULV,NEW YORK,NY
ELITE SERVICES UNLIMITED,Misc Non-Food Retail - 817,Non-Delivery of Service - N02,No Business Response - NVR,NEW YORK,NY
ELITE SERVICES UNLIMITED,Employment Agency - 034,Misrepresentation - M01,Unable to Locate Business - ULV,NEW YORK,NY
ELLEY LAW OFFICE,Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,GILBERT,AZ
ELMIN WIRELESS SOLUTION INCORPORATED,Electronic Store - 001,Misrepresentation - M01,Advised to Sue - ATS,NEW YORK,NY
ELMODA FURNITURE,Furniture Sales - 242,Damaged Goods - D01,Credit Card Refund and/or Contract Cancelled - CRC,NEW YORK,NY
EL REY FURNITURE,Furniture Sales - 242,"Non-Delivery of Goods - N01, Refund Policy - R01",Unable to Locate Business - ULV,NEW YORK,NY
EL REY FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,NEW YORK,NY
EL REY FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,NEW YORK,NY
EL RODEO GUZMAN DANCE STUDIO,Catering Establishment - 075,Breach of Contract - B03,Unable to Locate Business - ULV,FLUSHING,NY
"ELSA EMPLOYMENT AGENCY, CORP",Employment Agency - 034,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,JACKSON HTS,NY
"ELSA EMPLOYMENT AGENCY, CORP",Employment Agency - 034,Non-Delivery of Service - N02,Cash Amount - AMT,JACKSON HTS,NY
"ELTMAN, ELTMAN & COOPER, P.C.",Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
"ELTMAN, ELTMAN & COOPER, P.C.",Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
"ELTMAN, ELTMAN & COOPER, P.C.",Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
"ELTMAN, ELTMAN & COOPER, P.C.",Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
"ELTMAN, ELTMAN & COOPER, P.C.",Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
"ELTMAN, ELTMAN & COOPER, P.C.",Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
EMC VIOLATIONS REMOVAL INC.,Misc Non-Food Retail - 817,Misrepresentation - M01,Consumer Took Action - CTA,JACKSON HEIGHTS,NY
EMPIRE,Electronic Store - 001,"Billing Dispute - B02, Misrepresentation - M01, Surcharge/Overcharge - S02",Resolved and Consumer Satisfied - SPF,NEW YORK,NY
EMPIRE,Electronic Store - 001,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,NEW YORK,NY
EMPIRE,Electronic Store - 001,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
EMPIRE 33 PARKING LLC,Garage - 049,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
EMPIRE AUTOS LLC,Secondhand Dealer Auto - 005,Defective Goods - D02,Cash Amount - AMT,WOODSIDE,NY
EMPIRE AUTOS LLC,Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,Resolved and Consumer Satisfied - SPF,WOODSIDE,NY
EMPIRE CARPET AND FLOORING,Floor Coverings - 241,Non-Delivery of Service - N02,Cash Amount - AMT,FLUSHING,NY
EMPIRE CARPET CENTER INC.,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Credit Card Refund and/or Contract Cancelled - CRC,BROOKLYN,NY
EMPIRE OPTICAL,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,No Satisfactory Agreement - NSA,BROOKLYN,NY
EMPIRE STATE FURNITURE CORP.,Furniture Sales - 242,Damaged Goods - D01,Advised to Sue - ATS,ASTORIA,NY
EMPLOYMENT AGENCY,Employment Agency - 034,Exchange Goods/Contract Cancelled - E01,Unable to Locate Business - ULV,NEW YORK,NY
EMPLOYMENT AGENCY L & U CORPORATION,Employment Agency - 034,Billing Dispute - B02,Cash Amount - AMT,NEW YORK,NY
EMPOWERED MARKETING LIMITED,Internet Complaints - 443,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,NEW YORK,NY
"EMPOWER SECURITY SERVICES, INC.",Employment Agency - 034,Billing Dispute - B02,Unable to Locate Business - ULV,JAMAICA,NY
"ENHANCED RECOVERY COMPANY, LLC",Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,JACKSONVILLE,FL
"ENHANCED RECOVERY COMPANY, LLC",Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,JACKSONVILLE,FL
"ENHANCED RECOVERY COMPANY, LLC",Debt Collection Agency - 122,Billing Dispute - B02,Bill Reduced - BLR,JACKSONVILLE,FL
ENTERPRISE 38 LLC,Garage - 049,Advertising/General - A01,Store Credit - SCR,NEW YORK,NY
ENTERPRISE ANN PARKING LLC,Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,NEW YORK,NY
ENTERPRISE PARKING SYSTEMS 11 LLC,Garage - 049,Misrepresentation - M01,Bill Reduced - BLR,NEW YORK,NY
"ENTERPRISE RECOVERY SYSTEMS, INC.",Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,OAK BROOK,IL
ENTOURAGE FURNITURE,Furniture Sales - 242,Advertising/Misleading - A02,Goods Exchanged - GEX,NEW YORK,NY
ENTOURAGE FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,NEW YORK,NY
ENTOURAGE FURNITURE,Furniture Sales - 242,Wrong Goods - W01,No Satisfactory Agreement - NSA,NEW YORK,NY
ENTOURAGE FURNITURE,Furniture Sales - 242,Non-Delivery of Goods - N01,Store Credit - SCR,NEW YORK,NY
ENTOURAGE FURNITURE,Furniture Sales - 242,Non-Delivery of Goods - N01,Goods Received - GDR,NEW YORK,NY
ENTOURAGE FURNITURE,Furniture Sales - 242,Non-Delivery of Goods - N01,Goods Received - GDR,NEW YORK,NY
"ENVIRONMENT FURNITURE, INC.",Misc Non-Food Retail - 817,Damaged Goods - D01,Cash Amount - AMT,LOS ANGELES,CA
ENVY NAILS,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,Unable to Locate Business - ULV,BRONX,NY
EPIDERMIS LEXINGTON,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Credit Card Refund and/or Contract Cancelled - CRC,NEW YORK,NY
EPIDERMIS LEXINGTON,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,No Satisfactory Agreement - NSA,NEW YORK,NY
"ERIC BEEPERS & CELLULAR, CORP.",Electronic Store - 001,Advertising/Misleading - A02,Goods Exchanged - GEX,BRONX,NY
ESCALLATE LLC,Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,CANTON,OH
ESTHER'S FOOD,Supermarket - 819,Refund Policy - R01,Resolved and Consumer Satisfied - SPF,BROOKLYN,NY
eSureBuy.com,Misc Non-Food Retail - 817,Misrepresentation - M01,Credit Card Refund and/or Contract Cancelled - CRC,BROOKLYN,NY
ETERNITY LEATHER,Wearing Apparel  - 450,Layaway - L01,Unable to Locate Business - ULV,NEW YORK,NY
ETHAN ALLEN,Misc Non-Food Retail - 817,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,GARDEN CITY,NY
